split,arquivo,largura,altura,n_caixas,area_pct,brilho
train,17702987_jpg.rf.cfb7e85e003bffa219719d10c8c2d9c7.jpg,416,416,1,0.29470229289940825,59.36680226824458
train,17703341_jpg.rf.3f572c89ca81b16b417652d6d13fc422.jpg,416,416,1,1.3101089949046665,58.702972833456606
train,17703341_jpg.rf.50408c3a7daa9179c8a5937f3c7b3dd1.jpg,416,416,1,1.032034160639928,58.97971176960059
train,17703341_jpg.rf.89d472339d66b7bbd0b73c2c858f8493.jpg,416,416,1,0.866771449704142,60.19275648730276
train,17703341_jpg.rf.8dc5938aa977d198ef1ba8d2589b14dd.jpg,416,416,1,0.866771449704142,60.20475067800789
train,17703341_jpg.rf.a3e24d9e2912a7a4b4d812825b90832a.jpg,416,416,1,1.4588469756738978,55.74438332100592
train,17703341_jpg.rf.cb71a6fcb897f6268740c912e3c31f3a.jpg,416,416,1,1.482778428391409,57.075332069773175
train,17703345_jpg.rf.001151600b1548e58ca112deebf52384.jpg,416,416,1,1.8619260902914743,49.310964851454635
train,17703345_jpg.rf.44d45ee2afb6bcb51c1dd1dae0ca1bd0.jpg,416,416,1,1.3496934125940505,49.56544509677022
train,17703345_jpg.rf.4f3eaedb548635a884523dfd07f03bd4.jpg,416,416,1,1.164940828402367,50.11608766333826
train,17703345_jpg.rf.972a5ce36b229336dee2a7b7b00cf608.jpg,416,416,1,1.164940828402367,50.18124768860947
train,17703345_jpg.rf.d323e45d6bf45ce63d9b9c515908ddae.jpg,416,416,1,1.7501235595185929,49.189175758136095
train,17703345_jpg.rf.d910ea87bd768f43b9f5db92732e6a9a.jpg,416,416,1,1.4262000904517809,46.79450197238659
train,17703380_jpg.rf.0832378ec10c7f18a5f12fcf2ef1259a.jpg,416,416,1,0.7483126849112427,81.025390625
train,17703380_jpg.rf.20b8d8bcef94ca9af191b37423289f7d.jpg,416,416,1,0.845003287310979,78.19475391395464
train,17703380_jpg.rf.df2f4aa14842c25dbdf20e55221c2b87.jpg,416,416,1,1.1219278480897072,77.66352895401874
train,17703732_jpg.rf.722ce4005ac98e23b70c39a4639065af.jpg,416,416,1,0.5837069605766191,79.37010370438855
train,17703732_jpg.rf.c52d1d88e29037336234139c57288093.jpg,416,416,1,0.402759800295858,84.05677160379685
train,17703732_jpg.rf.ce0f7125148f3e73015cbd9b4214984f.jpg,416,416,1,0.6898529892208675,80.48111979166667
train,17703732_jpg.rf.e247d8795991ad10cc8715e034e9a48b.jpg,416,416,1,0.402759800295858,84.04002750554734
train,17703732_jpg.rf.f74139e27c90d77949de81a6c686de7e.jpg,416,416,1,0.7117855171630095,79.14016272189349
train,17703732_jpg.rf.fb037ea55fe8ed0fe61c870af69d8256.jpg,416,416,1,0.5301362521915405,81.76901889176528
train,17703786_jpg.rf.729df43a0c9b937fb7f04ac30ac9822a.jpg,416,416,1,1.3116533462086346,87.89371263251972
train,17703786_jpg.rf.7b8d9d82bfecb7ece27ee41931aced61.jpg,416,416,1,0.9626941568047337,89.94022358851085
train,17703786_jpg.rf.ef94271c8acb1cd0820eae0f219dd060.jpg,416,416,1,1.1328724249397322,88.49916982556707
train,17704351_jpg.rf.51fd0d0b4bdd4df4f38afc76b75a858c.jpg,416,416,1,0.47358457926477987,82.2810150086292
train,17704351_jpg.rf.5dedf6f92d68c5624b0807a75848b30c.jpg,416,416,1,0.3582655325443787,86.68962647928994
train,17704351_jpg.rf.baedcea6b899bfe90a982ba40b1adcd4.jpg,416,416,1,0.6278935185185184,82.46497280263807
train,17704370_jpg.rf.0f6d815677071e0ec504563cd0be136e.jpg,416,416,1,0.2253605769230769,91.43769261587771
train,17704370_jpg.rf.dcb3c6863660ad271e08da2c52ce122e.jpg,416,416,1,0.37929072080380827,88.40086638621794
train,17704370_jpg.rf.e1b1f52f6fda554560fbc0e47ac89051.jpg,416,416,1,0.31495397384152707,84.28505031126726
train,17704645_jpg.rf.381ddccbfde01b0aae3dfb2fb3c6c576.jpg,416,416,1,1.4286034293045526,83.59761965298324
train,17704645_jpg.rf.4ac68aad4a9047e0d151514f64126a7d.jpg,416,416,1,0.8563701923076924,87.66905702970907
train,17704645_jpg.rf.5834a06a94b819a6acc7a94758f9ed79.jpg,416,416,1,1.4369101673789177,83.50194927268245
train,17704645_jpg.rf.c591fa32cf89c7b3e31621b767de4130.jpg,416,416,1,1.153926719598462,85.61565812993096
train,17704645_jpg.rf.d8b0f7458d73926c02ba5d5a9c564ada.jpg,416,416,1,0.8563701923076924,87.64915980954142
train,17704645_jpg.rf.ee14179d6cb97b29765b58d32877e550.jpg,416,416,1,1.5377801062897214,82.81847109220907
train,17704793_jpg.rf.32205efd9952d0c43a293c262a789d6f.jpg,416,416,1,0.4012745178610569,49.971839558678504
train,17704793_jpg.rf.5c7af85095dd6b9fb968ba4fca067a7f.jpg,416,416,1,0.4294584535636886,49.9486967609714
train,17704793_jpg.rf.850e03ebcd3f5b62731d2ee48d231bcc.jpg,416,416,1,0.3721338757396449,50.27649238782051
train,17704793_jpg.rf.894f3cef203d6a37accf1d1959e63095.jpg,416,416,1,0.4681873713991775,48.46438339805227
train,17704793_jpg.rf.a1b0bc6b9b8042f8b915f5a272e287f2.jpg,416,416,1,0.35595414201183434,50.27446029031065
train,17704793_jpg.rf.c36d576c9165dd5a533c88c0d490ba16.jpg,416,416,1,0.5834216037207498,49.09043700690335
train,17704802_jpg.rf.15d5461b5da78c7ea6aea030bfc063eb.jpg,416,416,1,1.8479567307692308,86.16297999876726
train,17704802_jpg.rf.31b610a9330e2c2916d2c98227249537.jpg,416,416,1,2.7351169278252616,80.32633559849606
train,17704802_jpg.rf.69b1f846584304cd9cf9ed2ad57ad83a.jpg,416,416,1,1.8479567307692308,86.13712709566074
train,17704802_jpg.rf.73763a0772f6c7b86d53149d20851b91.jpg,416,416,1,3.1010490478973383,82.76507989706607
train,17704802_jpg.rf.ee2f03fd200a8313bc664a96902b84af.jpg,416,416,1,2.443139792899408,80.50226323656311
train,17704802_jpg.rf.ff971ea1010c6bcd1702a7c6f138bdb7.jpg,416,416,1,2.1863558775395453,83.67923677884616
train,17704816_jpg.rf.14354097402ec4af9c455c8ad45455b4.jpg,416,416,1,1.6157156293374237,72.50832100591715
train,17704816_jpg.rf.5f9752ffc7c66bbc1248f76e0c0c2ea4.jpg,416,416,1,1.8071255889765516,68.83795611439842
train,17704816_jpg.rf.8ef988e1048a7c85d7fa736964b4c11f.jpg,416,416,1,1.1060003698224852,76.27266318417159
train,17704816_jpg.rf.a992301e4317e123d3d6157eea8a9b40.jpg,416,416,1,1.1060003698224852,76.26208664632642
train,17704816_jpg.rf.ada2af55b3aa925f1691d3687b9d3b26.jpg,416,416,1,1.5877455210387925,74.33355098927515
train,17704816_jpg.rf.e0d71787a6e4ac1d9e5101e122c6f312.jpg,416,416,1,1.7960265389485464,71.47677052514793
train,17704827_jpg.rf.07fa1f9be361e4d4481e778f899f25db.jpg,416,416,1,1.7884899473218565,79.38497172398915
train,17704827_jpg.rf.289be86dc75b0dc17a299c94c0a7df62.jpg,416,416,1,1.3575395847030454,80.86043438732742
train,17704827_jpg.rf.604fdd030952a659f200bd5b48c91201.jpg,416,416,1,2.0260717242554875,79.42204642813117
train,17704827_jpg.rf.757dd94d753947ce85543314c2769816.jpg,416,416,1,1.0667067307692308,82.80997095352564
train,17704827_jpg.rf.9c517da395a2544c6fde59a52622a28b.jpg,416,416,1,1.025679548816568,82.78837678747534
train,17704827_jpg.rf.efe11f87b60c5eb7cc8efba1438b033a.jpg,416,416,1,2.0880816714150043,77.778959797214
train,17704853_jpg.rf.3bd43454856d05a21a9ed4cf99b3efa7.jpg,416,416,1,1.1811205621301775,85.02824711846647
train,17704853_jpg.rf.b79e58aa52050eeef3c981470e9f2bc8.jpg,416,416,1,1.9623446897752443,82.2156354012574
train,17704853_jpg.rf.b898c62cae2603909194fab13bf68ea6.jpg,416,416,1,1.617262834209947,82.44791088819034
train,17704866_jpg.rf.51abb8ff52b224e23cf8f265bd55d321.jpg,416,416,1,1.6410872781065091,70.6868181397929
train,17704866_jpg.rf.685738ed0feb85cac002f71c130dbdf3.jpg,416,416,1,2.3840580826758706,67.71008613782051
train,17704866_jpg.rf.9c2f45407d227b6a642d5ddaa6f4a276.jpg,416,416,1,1.6410872781065091,70.65617873212524
train,17704866_jpg.rf.f0b7aa9c5d9471ac90e7f011be591067.jpg,416,416,1,2.509873378919408,68.61764399963018
train,17704866_jpg.rf.f8e83439f26e23f8054c1ab451ef0eb6.jpg,416,416,1,2.376038128241654,69.10974289632642
train,17704866_jpg.rf.fd83f30dd44c742d28829c33d7a07b9e.jpg,416,416,1,3.029842144392091,67.16523553069527
train,17704895_jpg.rf.1de952a22500f7883854aeec72bcef03.jpg,416,416,1,2.4321606878698225,74.48700420673077
train,17704895_jpg.rf.62cd6d8db92b55d82352e177c7d914e8.jpg,416,416,1,2.9213408119658117,73.50106709196253
train,17704895_jpg.rf.66518978cb21d03ae37cc2bf20776485.jpg,416,416,1,2.981770833333334,71.70441167406311
train,17704895_jpg.rf.6a84afefeea95e2b6d5f3935f9a3150c.jpg,416,416,1,2.4321606878698225,74.48003343811637
train,17704895_jpg.rf.6f03c3855750fd84ce73ca1e45297f86.jpg,416,416,1,3.350269262729199,67.96685851208086
train,17704895_jpg.rf.9709e58e2c049a24050e664e40a17b48.jpg,416,416,1,4.246529997219991,67.85353488658777
train,17704905_jpg.rf.0818e1e7285db6d00c005a2dcbf3aac5.jpg,416,416,2,0.982340976331361,107.40802784455128
train,17704905_jpg.rf.46e8d6963a48c823567f7587f0fd6bad.jpg,416,416,2,1.6238992834879562,104.21963988535504
train,17704905_jpg.rf.91db1adea3d43207ef785ffa03438c38.jpg,416,416,2,0.982340976331361,107.42972024469921
train,17704905_jpg.rf.a70940fa4939fff51a892b96dc887450.jpg,416,416,2,1.734612416904081,98.5937076245069
train,17704905_jpg.rf.d2084ddbb89eca33899074af1e362389.jpg,416,416,2,1.3593430400321438,104.45980299248028
train,17704905_jpg.rf.d960e8f9523d7026b1562a2da7ed6b04.jpg,416,416,2,1.422698920361846,106.05369167591223
train,17704916_jpg.rf.01f6dece329d93abb775708e01d54c8d.jpg,416,416,1,1.434217825443787,76.73146072177022
train,17704916_jpg.rf.b94fa1ebe004d62bf5fcef3c3574973c.jpg,416,416,1,2.697228956644021,73.66216138128698
train,17704916_jpg.rf.da2646983646d018035d2ea936a8ee9a.jpg,416,416,1,2.5532232388535836,73.46114359898915
train,17704923_jpg.rf.5d574f2af4f281990430b34fb6f8a566.jpg,416,416,1,2.7110873440556524,59.80127627280572
train,17704923_jpg.rf.a11779bf2fb88311b9bd73e02541a58a.jpg,416,416,1,1.9236061649256082,62.35313039324458
train,17704923_jpg.rf.be552a05a59f174c9a71b82486614499.jpg,416,416,1,1.6896264792899407,64.99310627773669
train,17704923_jpg.rf.c3688d7c1aaa2f52a3b8f3dccd747cf6.jpg,416,416,1,1.6896264792899407,65.00246740939349
train,17704923_jpg.rf.e2e57477861e8a52e8a110ca8ffd29d5.jpg,416,416,1,3.0277936626427535,56.70811952970907
train,17704923_jpg.rf.e9738ca3053c2299dbe5b944ead5f618.jpg,416,416,1,2.4789235426254654,59.68734590729783
train,17705000_jpg.rf.452fbfc326a331a4a1443ce76a72d8c2.jpg,416,416,1,0.8598372781065089,79.38730622842702
train,17705000_jpg.rf.4545805f62840257568fe89da7966c83.jpg,416,416,1,1.2387341113302657,77.79164355276134
train,17705000_jpg.rf.a2db3a630391a34306d83bf3e076b3c8.jpg,416,416,1,1.192590195595003,75.14133767874753
train,17705000_jpg.rf.c3c6ce5f66f33cd05f2bb22e8bf75a61.jpg,416,416,1,1.03004696720197,75.5099004561144
train,17705000_jpg.rf.c4f199a7a2e7059843c2245ba27908a1.jpg,416,416,1,1.237255677460005,76.22989860700197
train,17705000_jpg.rf.d07107e810821d6cef1dbbaa2e8331f5.jpg,416,416,1,0.8598372781065089,79.37454157421105
train,17705021_jpg.rf.0b5bacd221deea6a3847218693330492.jpg,416,416,1,1.4977810650887573,71.65915079511835
train,17705021_jpg.rf.45f7654a53f9d687727327ba07b83fce.jpg,416,416,1,2.889794421311517,65.75738681891026
train,17705021_jpg.rf.87739fb31fa765b453ec3436e81838a4.jpg,416,416,1,1.7188324364250285,69.12098781126726
train,17705021_jpg.rf.c13dd639d09f27989b27a73ef86d890a.jpg,416,416,1,1.4977810650887573,71.66089589497041
train,17705021_jpg.rf.c7fee97e20110e40b0d895031a8a3f90.jpg,416,416,1,2.426036168791243,69.14540572608482
train,17705021_jpg.rf.ec70a7bff95ae0da44d8463b2063feea.jpg,416,416,1,2.534760745397765,66.41602140347634
train,17705029_jpg.rf.0dc9baacc1046b6d3c72f03ae823cb74.jpg,416,416,1,1.3112458566184517,55.314262435281066
train,17705029_jpg.rf.19f81f670993e2d46b147f94cfe07388.jpg,416,416,1,1.338611166914229,55.4037748859714
train,17705029_jpg.rf.1cf5161ff85403f72a11fcf980ea31e0.jpg,416,416,1,1.0719073594674557,57.96150571683925
train,17705029_jpg.rf.3aaea8a8ac8a9aad90c7950a8d602f37.jpg,416,416,1,1.6372802371733992,54.133230476454635
train,17705029_jpg.rf.8843ce0724e25e07ad7233b680740f9d.jpg,416,416,1,1.0921320266272192,57.955370901134124
train,17705029_jpg.rf.99e019350e4f21c674441b3d0e0eb378.jpg,416,416,1,1.5369929018433295,55.3500138683432
train,17705039_jpg.rf.05c23c0f5da5f36eda73a67e98ac845d.jpg,416,416,1,1.438832045803199,70.60058015902366
train,17705039_jpg.rf.105a955819db1218b8d81e577e516953.jpg,416,416,1,1.203979929140187,70.1567296135355
train,17705039_jpg.rf.247f44322e3ce2943c4f5873fcbcb84d.jpg,416,416,1,0.7627588757396448,74.42182299371302
train,17705039_jpg.rf.e58c0bd427f642caa17c932bae4490b6.jpg,416,416,1,0.7627588757396448,74.41314179610454
train,17705039_jpg.rf.f63ae36f25ba5aded58c4661c1cd35f5.jpg,416,416,1,1.4077649595478126,70.00839805226825
train,17705039_jpg.rf.fc8f0d649b0b12e9689253f476dd61e4.jpg,416,416,1,1.2650368795200528,71.23244306274655
train,17705044_jpg.rf.179eff613ac1b8e3c056ccc503d101ae.jpg,416,416,1,0.8429536641342192,72.81658730892505
train,17705044_jpg.rf.611651d4901272532b386b553785e738.jpg,416,416,1,0.49694896449704146,76.8967193663708
train,17705044_jpg.rf.9627bd84b87cb3a19079b3a6ee8eb405.jpg,416,416,1,0.5296617988591807,76.0004044933432
train,17705044_jpg.rf.a9e5ecb1dbe07f3b497579c533ec9509.jpg,416,416,1,0.49694896449704146,76.87755408653847
train,17705044_jpg.rf.ad554b28701cdcc8044b23237d153686.jpg,416,416,1,0.83988655352838,72.79113119452663
train,17705044_jpg.rf.e24c64e31df4ee5187107da973a021e0.jpg,416,416,1,0.5551292324128863,74.97933809479782
train,17705047_jpg.rf.49c3634c3b0c87914855510cda6cd360.jpg,416,416,1,0.8915023772128484,87.3959797214004
train,17705047_jpg.rf.5fe2e04b418dd3f38b53daa501f59136.jpg,416,416,1,1.0098005178022078,86.75596531373274
train,17705047_jpg.rf.9912fee34502c7773659d7f8aa273f68.jpg,416,416,1,1.0998695728930774,86.70184988288955
train,17705047_jpg.rf.9ed4a1dc911db033721aff60264a5502.jpg,416,416,1,0.6229197485207101,89.71979783037476
train,17705047_jpg.rf.ed68e0ce40ab339905860c8c8603b72e.jpg,416,416,1,0.6229197485207101,89.71547553007889
train,17705047_jpg.rf.f86ffb3142c4930eae344305122f3b52.jpg,416,416,1,0.7223095414201184,88.70405533468934
train,17705057_jpg.rf.232bbb603bac95a4f24967857f98f626.jpg,416,416,1,1.9990469081013957,63.76147605399408
train,17705057_jpg.rf.85d5d1bde023adf9411b6180177c7eb5.jpg,416,416,1,1.623115503323835,65.89348341962524
train,17705057_jpg.rf.86d0d9944a22764210d11783e7248bf2.jpg,416,416,1,2.3859714003944763,65.47090151935404
train,17705057_jpg.rf.8bea6e8e60afea5f3edea083ce2adc21.jpg,416,416,1,2.160373882162079,64.29413600221893
train,17705057_jpg.rf.dd54e648761a17f0000c774a0e4bd9f4.jpg,416,416,1,1.28282174556213,66.4323224852071
train,17705057_jpg.rf.fa80151e56123141b024bc27dd3fb5fc.jpg,416,416,1,1.28282174556213,66.43020371055226
train,17705064_jpg.rf.0f3abd821bef5507e68ddf7dbee843a9.jpg,416,416,1,1.3795881577665736,78.95935804980276
train,17705064_jpg.rf.a088d57a229d62cfb0f4f8a85c471b62.jpg,416,416,1,1.761010082101604,81.47305881718442
train,17705064_jpg.rf.db664475b2d1a3c3bb46bd66e1603084.jpg,416,416,1,1.2539293639053255,83.67260886649409
train,17705068_jpg.rf.2cd57102ca9055ee16ba8a62999d36d4.jpg,416,416,1,1.5945455749141642,126.18990191999507
train,17705068_jpg.rf.346f36ace789a17cbf12f1ca876099e9.jpg,416,416,1,1.756226232944538,126.12960351947731
train,17705068_jpg.rf.5ca18481b222a11dffc93e8dd9526e40.jpg,416,416,1,1.2319711538461537,130.04630485700199
train,17705070_jpg.rf.042fbb460e8cf0cafbc50c75517bcd9e.jpg,416,416,1,1.5581545857988157,83.9620816383136
train,17705070_jpg.rf.26d46784de9cddea980230117a53a102.jpg,416,416,1,2.048207172628468,82.3513525486933
train,17705070_jpg.rf.967ddd22d2c5129e13b7e36ce103f851.jpg,416,416,1,1.2770432692307692,87.41303778353057
train,17705070_jpg.rf.ba42b0aa93b495b22bef5b3fd69f37e5.jpg,416,416,1,1.2943786982248522,87.39263013128698
train,17705070_jpg.rf.d8815f362119ab0506614ad9de7c2dad.jpg,416,416,1,1.671915806030388,81.33048839681953
train,17705070_jpg.rf.e6a584e61a273528e7b9e57349ac62da.jpg,416,416,1,1.690964802943969,81.54686922152366
train,17705076_jpg.rf.5a5f19c2e23e464084afc0f86df3493c.jpg,416,416,1,2.27307313100137,74.57978727502466
train,17705076_jpg.rf.80f4f44351850d1ff2d06ecab03ede3b.jpg,416,416,1,1.374121671597633,81.20810604659763
train,17705076_jpg.rf.9ea53de86ca7e175f1eae20398e86373.jpg,416,416,1,1.374121671597633,81.20249514607988
train,17705076_jpg.rf.e32cc3cad6a72370683e319f40391db5.jpg,416,416,1,1.7914423761779548,78.55824511526134
train,17705076_jpg.rf.f001d6471fd95ea50b7e935fdbc12352.jpg,416,416,1,2.1290134173525352,77.56664894600591
train,17705076_jpg.rf.f0128ad395748983a89521215ae6ab93.jpg,416,416,1,2.2221158792339364,76.86136279585799
train,17705087_jpg.rf.016bab8f649eb6f544f91aa9d9fbbf1f.jpg,416,416,1,1.6433986686390532,85.7501174956854
train,17705087_jpg.rf.1022309509457682dca14e5092b4c1e8.jpg,416,416,1,2.2476553495405875,84.36803693602072
train,17705087_jpg.rf.3ba50106b718bb23b32756b4c606b846.jpg,416,416,1,2.9801214707064076,81.9894773946006
train,17705087_jpg.rf.9ca735f5791ae136f9d11fed3c2a1958.jpg,416,416,1,2.0566239316239328,81.34719589805226
train,17705087_jpg.rf.a54df927abcf786704c3f37307b24c24.jpg,416,416,1,1.6433986686390532,85.75088988535504
train,17705087_jpg.rf.baf4d5b9bd0a3fb232fc4f98d64e211f.jpg,416,416,1,2.646295484614572,82.73658623027613
train,17705092_jpg.rf.21ffab395c2323f1b13f6964ac559c73.jpg,416,416,1,1.6582324691966785,66.10103473249507
train,17705092_jpg.rf.42e48a61a4abf6b9a2b665007a81f296.jpg,416,416,1,2.50832607892793,68.34802799864399
train,17705092_jpg.rf.74f5f10cbeb9873dda0d9ca0c9295073.jpg,416,416,1,2.628374439939611,65.88326899963018
train,17705092_jpg.rf.800afbfb15c65c8d1bc9341550549f04.jpg,416,416,1,1.3729659763313609,70.08652883074457
train,17705092_jpg.rf.aa6ef518bb8f0e699457585bfbc130bb.jpg,416,416,1,2.1503550980714428,67.9310261803501
train,17705092_jpg.rf.fe17dff38287b455bbc934a94bf76223.jpg,416,416,1,1.3313609467455623,70.0858450443787
train,17705097_jpg.rf.0445632e0bc06b6d5d5bb68d7642a376.jpg,416,416,2,2.3523473898852276,70.7598831206854
train,17705097_jpg.rf.06a35d7409349bd15a6e5f84a747474b.jpg,416,416,2,1.3313609467455623,75.99547352687377
train,17705097_jpg.rf.6a821b5f83ba82dc48ead1a06854e06a.jpg,416,416,2,2.2819719528453497,71.42761880547337
train,17705206_jpg.rf.200f4f9c036840e919e20a0d6744d1b4.jpg,416,416,1,0.5475317963632599,63.71492272250986
train,17705206_jpg.rf.302302aea5126b1a7997982c7dbfcef4.jpg,416,416,1,0.5717428987995228,60.4608277089497
train,17705206_jpg.rf.d013a410677cc1ae047c05f24994f0ba.jpg,416,416,1,0.3582655325443787,69.65574342024162
train,17705213_jpg.rf.1e68fe9b80f42cdc1cb7b4277f87afc2.jpg,416,416,1,1.2139213815228769,73.28327246671597
train,17705213_jpg.rf.80c01692abf65261dc61493d18232b1d.jpg,416,416,1,0.6310096153846154,76.19444765470907
train,17705213_jpg.rf.8690e01f9c8a859e65679bde3cf28fa1.jpg,416,416,1,1.1244788115559126,73.65923554610454
train,17705213_jpg.rf.8695d9f6098947638fb31d43f2f3b7a2.jpg,416,416,1,0.6310096153846154,76.17581206854044
train,17705213_jpg.rf.ae2d96e12cdc76baf4559c0d6705b0d1.jpg,416,416,1,1.1559073815350511,74.86709697053747
train,17705213_jpg.rf.c213d834524a8facd03cbccbe26876ca.jpg,416,416,1,1.0034722222222219,74.57397220167653
train,17705216_jpg.rf.1e80c72ad93b3e49691643a82ad0e6d2.jpg,416,416,1,2.034331854043393,116.70506849420612
train,17705216_jpg.rf.262b54ce3fc85922ae6caa029e098eee.jpg,416,416,1,1.8688753858024698,121.2864198101578
train,17705216_jpg.rf.61688ae863bd8e41e4ac8c8fbe15f9db.jpg,416,416,1,1.2134800295857986,123.77830682938855
train,17705216_jpg.rf.868575f0086784f090918f44578f213a.jpg,416,416,1,1.7374995941591402,122.89535564595661
train,17705216_jpg.rf.a65ab64452d9a7845ffa78ab119ea51b.jpg,416,416,1,1.2134800295857986,123.76129499506904
train,17705216_jpg.rf.af475a2ae6f9a7daac1f410bf8b68538.jpg,416,416,1,2.2820481114195506,116.53869460367358
train,17705222_jpg.rf.33022aae27f776c55830854c132957b3.jpg,416,416,2,1.9275869881839391,99.84822254068047
train,17705222_jpg.rf.5e786cc273440497ab87b9e69a87d287.jpg,416,416,2,2.3116405051501214,102.27532513560158
train,17705222_jpg.rf.ad6a02fa743dbfb1535b45ce28fe103a.jpg,416,416,2,1.1545395710059172,106.83885177822978
train,17705266_jpg.rf.2c5138598a842c3fe092721fbae07ff9.jpg,416,416,1,2.043032384578859,98.6977876140286
train,17705266_jpg.rf.7c327f5c973576a80cd65db6063b780b.jpg,416,416,1,2.545888235992401,97.44130608974359
train,17705266_jpg.rf.b3b324952194b67a874e165fb25d92ac.jpg,416,416,1,1.5584550665680474,101.4799891364645
train,17705288_jpg.rf.0cf01f11a32f92e77c32fc3771a62dd3.jpg,416,416,1,0.48510903295224905,127.88040672768737
train,17705288_jpg.rf.7536dcd363f9daafc53e3c7bc745fb0f.jpg,416,416,1,0.29932507396449703,131.42799825875247
train,17705288_jpg.rf.9ec94c3ddb3e64bf4bb65f6dbd502a29.jpg,416,416,1,0.390129240022402,123.91832894169133
train,17705291_jpg.rf.4cec8b72bc03322af869f2d9c40ad5cd.jpg,416,416,1,1.2013452292899411,109.0241617357002
train,17705291_jpg.rf.5cadb1008dbeeb23c28e6d16ec8693d0.jpg,416,416,1,1.2013452292899411,109.02144585182445
train,17705291_jpg.rf.83d8b24c83dd09935cd249b6a369ae07.jpg,416,416,1,2.245775577105707,105.06330128205128
train,17705291_jpg.rf.87bb6c435b31afe67aa6dcc8c36f8b71.jpg,416,416,1,2.1369908853215493,105.82178793762327
train,17705291_jpg.rf.be270c70a3ecff00f0e30f3474c6539b.jpg,416,416,1,1.9770906955402159,106.7018884060651
train,17705291_jpg.rf.db7407d57f22f5dde167a0b7f34ccc4a.jpg,416,416,1,2.0065737658886684,104.71594358666174
train,17705301_jpg.rf.052a0156595fcc490de913ec8839cf6c.jpg,416,416,1,1.4654425238025668,97.75000192615877
train,17705301_jpg.rf.4bf5aae681772e1c0ac6ffb52f876fed.jpg,416,416,1,1.06092825443787,102.62129984898915
train,17705301_jpg.rf.6bf1611f30772d1dd6cbcefbe771aa61.jpg,416,416,1,1.06092825443787,102.66121563732742
train,17705301_jpg.rf.6c2dc6200c21697fbdde216e6aad0396.jpg,416,416,1,1.5119214484866197,99.78665672768737
train,17705301_jpg.rf.ab6366fd8cc9d9137eb835f0e89c9d21.jpg,416,416,1,1.7685048213894388,97.81736932938855
train,17705301_jpg.rf.e0dedecfae287dcc63ba37141da30322.jpg,416,416,1,2.2480617611159803,93.14799255732248
train,17705337_jpg.rf.1a72d97f993d0de1258f8c3b2825a841.jpg,416,416,1,0.6760817307692307,127.58215259800296
train,17705337_jpg.rf.426724918971f1e2f41b776b1d1c6104.jpg,416,416,1,1.117540201073858,119.5467825443787
train,17705337_jpg.rf.5be6f317bec96da7eccd50f8b3424ff2.jpg,416,416,1,1.022413195712697,121.99577785996055
train,17705337_jpg.rf.bfd94fa7f411db364b45ee9a3a0cdc31.jpg,416,416,1,0.933106645847031,120.64846061390533
